item_id,order_id,product_id,quantity,unit_price
2922,4697,79,5,90.54
2923,2721,23,1,191.71
2924,2382,15,1,239.05
2925,1944,90,1,123.72
2926,3147,12,3,103.36
2927,3484,82,4,275.45
2928,3697,70,2,260.75
2929,2826,82,1,275.45
2930,1828,54,2,259.7
2931,223,88,3,217.91
2932,1747,38,2,166.99
2933,530,28,1,243.71
2934,134,79,1,90.54
2935,3804,19,3,31.49
2936,4487,69,3,217.34
2937,102,64,5,14.93
2938,3724,4,3,229.97
2939,2729,81,4,40.39
2940,2546,10,4,195.12
2941,2559,12,1,103.36
2942,3042,69,3,217.34
2943,2001,7,4,262.25
2944,949,44,4,261.34
2945,1569,23,5,191.71
2946,4937,2,3,70.12
2947,2054,94,5,215.94
2948,3006,37,2,95.31
2949,194,69,5,217.34
2950,742,20,2,5.68
2951,3907,90,2,123.72
2952,2960,44,3,261.34
2953,4569,70,2,260.75
2954,2264,93,2,235.99
2955,3421,74,5,192.94
2956,2924,51,3,214.48
2957,3255,80,3,171.17
2958,3240,98,2,142.76
2959,3866,31,5,35.8
2960,38,100,5,282.43
2961,1699,41,5,210.84
2962,4567,58,5,83.52
2963,4027,5,1,279.13
2964,3214,33,2,218.33
2965,1784,43,2,34.78
2966,1967,19,2,31.49
2967,103,32,3,122.73
2968,42,87,3,248.01
2969,2995,3,5,221.54
2970,3219,1,3,291.6
2971,2991,100,4,282.43
2972,4289,41,2,210.84
2973,3370,92,2,60.77
2974,1062,48,1,76.46
2975,2550,39,1,191.47
2976,1677,5,4,279.13
2977,3690,77,1,74.22
2978,3998,11,5,246.84
2979,326,22,5,105.83
2980,1121,87,2,248.01
2981,108,64,5,14.93
2982,2679,12,1,103.36
2983,335,53,4,67.28
2984,2040,55,5,123.39
2985,804,53,2,67.28
2986,1849,21,2,18.03
2987,767,19,1,31.49
2988,3528,69,5,217.34
2989,2307,88,1,217.91
2990,2830,94,2,215.94
2991,1489,72,4,247.32
2992,4130,66,5,127.76
2993,3567,59,4,11.5
2994,2374,49,5,146.09
2995,837,98,2,142.76
2996,3310,59,5,11.5
2997,3613,23,2,191.71
2998,4835,3,3,221.54
2999,2792,56,2,91.29
3000,4213,58,2,83.52
3001,3984,88,5,217.91
3002,3769,62,4,166.95
3003,1505,18,2,298.42
3004,2451,61,5,253.46
3005,3045,37,2,95.31
3006,2034,54,1,259.7
3007,1700,95,1,180.08
3008,2281,78,1,94.44
3009,1308,65,1,68.32
3010,2528,14,4,160.93
3011,3839,5,2,279.13
3012,976,95,1,180.08
3013,2057,95,5,180.08
3014,4811,94,1,215.94
3015,2427,100,3,282.43
3016,3675,62,3,166.95
3017,2429,1,4,291.6
3018,4940,63,3,69.69
3019,3734,67,5,229.09
3020,360,20,1,5.68
3021,2224,43,3,34.78
3022,485,85,3,51.79
3023,1429,94,4,215.94
3024,2081,42,3,6.8
3025,696,94,1,215.94
3026,4661,69,2,217.34
3027,202,74,1,192.94
3028,3858,88,3,217.91
3029,1199,39,3,191.47
3030,1268,62,3,166.95
3031,2971,48,4,76.46
3032,74,6,5,14.01
3033,96,74,1,192.94
3034,4269,42,3,6.8
3035,3478,58,2,83.52
3036,2203,43,4,34.78
3037,258,10,5,195.12
3038,3659,89,3,85.11
3039,4426,78,1,94.44
3040,2807,39,2,191.47
3041,4257,13,4,221.25
3042,186,75,1,160.25
3043,143,39,1,191.47
3044,3354,11,4,246.84
3045,640,16,1,297.21
3046,3750,33,2,218.33
3047,2075,60,2,177.06
3048,3969,96,1,269.24
3049,202,59,3,11.5
3050,3093,74,1,192.94
3051,3166,51,3,214.48
3052,3080,15,1,239.05
3053,4568,80,5,171.17
3054,2103,43,2,34.78
3055,911,27,1,247.47
3056,1572,56,2,91.29
3057,3449,60,4,177.06
3058,2160,96,5,269.24
3059,4326,70,3,260.75
3060,2545,47,4,253.41
3061,1330,100,5,282.43
3062,3614,8,4,160.53
3063,461,63,2,69.69
3064,807,89,5,85.11
3065,3700,7,4,262.25
3066,2274,81,3,40.39
3067,59,94,5,215.94
3068,2476,2,5,70.12
3069,4824,17,4,64.19
3070,1156,4,1,229.97
3071,498,26,3,281.44
3072,4326,78,3,94.44
3073,4429,72,4,247.32
3074,3977,69,2,217.34
3075,1608,5,2,279.13
3076,721,5,1,279.13
3077,1275,91,1,35.31
3078,3868,69,4,217.34
3079,691,3,2,221.54
3080,4024,38,3,166.99
3081,4153,94,2,215.94
3082,3438,1,4,291.6
3083,2356,8,2,160.53
3084,750,13,5,221.25
3085,3052,84,4,123.43
3086,4774,70,5,260.75
3087,3565,50,4,47.83
3088,4656,8,3,160.53
3089,1705,30,4,211.51
3090,3446,40,4,175.23
3091,4445,79,4,90.54
3092,2378,74,4,192.94
3093,3232,33,1,218.33
3094,2216,73,5,168.62
3095,886,52,4,201.72
3096,865,33,4,218.33
3097,3495,73,1,168.62
3098,3055,78,2,94.44
3099,786,96,1,269.24
3100,457,37,1,95.31
3101,345,70,1,260.75
3102,554,69,4,217.34
3103,788,4,1,229.97
3104,1820,60,1,177.06
3105,705,80,1,171.17
3106,4908,74,4,192.94
3107,953,31,3,35.8
3108,815,95,3,180.08
3109,1549,14,2,160.93
3110,144,77,4,74.22
3111,2778,60,1,177.06
3112,3767,68,1,60.41
3113,4959,26,1,281.44
3114,3826,24,3,25.36
3115,1217,56,1,91.29
3116,1808,9,1,191.6
3117,4471,35,3,207.78
3118,4773,79,1,90.54
3119,2740,24,2,25.36
3120,1290,31,5,35.8
3121,556,83,2,217.59
3122,863,66,4,127.76
3123,2486,66,2,127.76
3124,4977,41,2,210.84
3125,2356,36,3,12.23
3126,966,34,4,87.7
3127,2396,39,2,191.47
3128,476,83,5,217.59
3129,1339,23,2,191.71
3130,525,80,1,171.17
3131,2572,44,3,261.34
3132,562,70,1,260.75
3133,3703,58,4,83.52
3134,4665,59,4,11.5
3135,1206,26,3,281.44
3136,4034,22,2,105.83
3137,3848,88,4,217.91
3138,4202,40,5,175.23
3139,2239,85,3,51.79
3140,1161,94,1,215.94
3141,4796,11,5,246.84
3142,3826,9,3,191.6
3143,72,12,5,103.36
3144,755,26,3,281.44
3145,3853,38,1,166.99
3146,905,3,2,221.54
3147,52,97,3,177.06
3148,2622,15,4,239.05
3149,3191,47,1,253.41
3150,3949,5,1,279.13
3151,1288,54,5,259.7
3152,4781,24,4,25.36
3153,1773,11,5,246.84
3154,3903,33,1,218.33
3155,3921,87,3,248.01
3156,950,74,4,192.94
3157,3139,57,1,49.94
3158,2417,52,4,201.72
3159,2280,64,3,14.93
3160,1426,43,2,34.78
3161,1585,92,5,60.77
3162,1047,81,5,40.39
3163,2166,44,1,261.34
3164,4024,90,1,123.72
3165,1177,89,3,85.11
3166,2161,36,1,12.23
3167,1032,12,1,103.36
3168,3289,56,1,91.29
3169,4527,3,4,221.54
3170,1316,50,4,47.83
3171,893,29,2,265.91
3172,107,88,4,217.91
3173,3081,83,5,217.59
3174,745,77,2,74.22
3175,622,16,1,297.21
3176,4241,40,5,175.23
3177,821,27,2,247.47
3178,412,70,2,260.75
3179,114,42,5,6.8
3180,2447,57,2,49.94
3181,3347,10,5,195.12
3182,4220,38,2,166.99
3183,86,8,2,160.53
3184,4143,18,2,298.42
3185,1573,96,5,269.24
3186,2006,17,2,64.19
3187,4080,58,4,83.52
3188,804,66,4,127.76
3189,3335,44,4,261.34
3190,3350,84,4,123.43
3191,1070,74,4,192.94
3192,2670,9,1,191.6
3193,4142,48,2,76.46
3194,2772,39,3,191.47
3195,4636,89,1,85.11
3196,4183,89,5,85.11
3197,1409,88,1,217.91
3198,3741,6,3,14.01
3199,265,30,1,211.51
3200,3849,74,2,192.94
3201,3094,95,4,180.08
3202,4799,18,2,298.42
3203,1474,43,1,34.78
3204,4282,33,3,218.33
3205,326,53,5,67.28
3206,1207,56,2,91.29
3207,4493,19,3,31.49
3208,1505,87,5,248.01
3209,3535,69,4,217.34
3210,1441,26,2,281.44
3211,956,29,2,265.91
3212,555,24,4,25.36
3213,3255,6,4,14.01
3214,4140,54,1,259.7
3215,4997,39,5,191.47
3216,4578,4,3,229.97
3217,2037,58,4,83.52
3218,1287,48,1,76.46
3219,1198,60,5,177.06
3220,4662,26,5,281.44
3221,2268,79,2,90.54
3222,3630,77,1,74.22
3223,3466,40,1,175.23
3224,772,86,2,265.19
3225,2457,77,3,74.22
3226,471,56,4,91.29
3227,1371,39,2,191.47
3228,3133,81,4,40.39
3229,672,100,1,282.43
3230,1175,39,2,191.47
3231,111,48,3,76.46
3232,3560,25,4,6.67
3233,1027,34,4,87.7
3234,3555,21,4,18.03
3235,3234,25,1,6.67
3236,4440,89,4,85.11
3237,1473,22,5,105.83
3238,2380,23,4,191.71
3239,4873,25,1,6.67
3240,2972,78,2,94.44
3241,2382,78,4,94.44
3242,3291,26,4,281.44
3243,4754,30,2,211.51
3244,1834,90,5,123.72
3245,454,38,1,166.99
3246,741,86,2,265.19
3247,2381,34,1,87.7
3248,2358,89,2,85.11
3249,1444,100,3,282.43
3250,3681,77,5,74.22
3251,1749,93,3,235.99
3252,2402,73,2,168.62
3253,4920,15,2,239.05
3254,3172,95,1,180.08
3255,4241,44,2,261.34
3256,2007,91,1,35.31
3257,1787,95,1,180.08
3258,1410,10,2,195.12
3259,1763,37,1,95.31
3260,910,7,5,262.25
3261,761,32,3,122.73
3262,3241,11,2,246.84
3263,2690,48,1,76.46
3264,531,92,1,60.77
3265,1360,68,1,60.41
3266,3819,48,1,76.46
3267,2028,45,5,206.12
3268,2561,95,2,180.08
3269,2178,93,2,235.99
3270,1538,33,5,218.33
3271,1274,4,5,229.97
3272,2782,47,5,253.41
3273,947,90,2,123.72
3274,1299,53,4,67.28
3275,2512,31,3,35.8
3276,2189,31,5,35.8
3277,882,27,5,247.47
3278,1848,89,2,85.11
3279,1976,48,2,76.46
3280,4269,36,3,12.23
3281,4569,49,1,146.09
3282,2965,31,2,35.8
3283,3064,44,3,261.34
3284,3129,59,2,11.5
3285,498,23,2,191.71
3286,2217,99,2,105.41
3287,989,68,4,60.41
3288,2609,92,4,60.77
3289,2476,42,5,6.8
3290,4515,42,4,6.8
3291,1371,13,3,221.25
3292,3589,1,2,291.6
3293,2503,76,4,141.64
3294,4810,53,2,67.28
3295,179,40,1,175.23
3296,1930,90,5,123.72
3297,2549,46,4,38.31
3298,4835,87,2,248.01
3299,112,22,1,105.83
3300,3220,52,5,201.72
3301,715,28,5,243.71
3302,1402,53,1,67.28
3303,2925,63,4,69.69
3304,1382,17,4,64.19
3305,3128,64,2,14.93
3306,4909,6,3,14.01
3307,3012,14,2,160.93
3308,1209,17,2,64.19
3309,3126,38,2,166.99
3310,37,69,1,217.34
3311,1829,13,5,221.25
3312,3061,53,5,67.28
3313,3342,9,3,191.6
3314,3942,44,4,261.34
3315,810,26,2,281.44
3316,3073,77,1,74.22
3317,4119,19,1,31.49
3318,1527,48,2,76.46
3319,3520,81,1,40.39
3320,4892,80,1,171.17
3321,496,30,2,211.51
3322,4996,32,3,122.73
3323,425,78,1,94.44
3324,2748,79,5,90.54
3325,2066,76,5,141.64
3326,1983,75,5,160.25
3327,1469,69,2,217.34
3328,3801,11,5,246.84
3329,1234,98,4,142.76
3330,1798,83,1,217.59
3331,565,26,3,281.44
3332,3020,26,5,281.44
3333,1305,17,2,64.19
3334,133,95,3,180.08
3335,449,83,2,217.59
3336,1831,44,3,261.34
3337,2159,84,3,123.43
3338,3627,23,1,191.71
3339,850,25,3,6.67
3340,3963,92,4,60.77
3341,1481,37,4,95.31
3342,901,76,4,141.64
3343,4855,65,2,68.32
3344,1540,2,1,70.12
3345,1900,74,2,192.94
3346,2945,98,5,142.76
3347,4958,32,4,122.73
3348,3245,89,1,85.11
3349,515,74,4,192.94
3350,1592,55,1,123.39
3351,84,50,2,47.83
3352,3743,65,2,68.32
3353,4894,32,4,122.73
3354,2128,37,3,95.31
3355,1602,76,1,141.64
3356,4618,82,5,275.45
3357,1223,94,3,215.94
3358,4330,13,2,221.25
3359,1843,54,1,259.7
3360,2292,3,3,221.54
3361,1590,85,5,51.79
3362,2897,42,3,6.8
3363,4489,78,5,94.44
3364,9,40,2,175.23
3365,4709,74,1,192.94
3366,715,66,2,127.76
3367,1928,60,1,177.06
3368,110,11,3,246.84
3369,4930,1,2,291.6
3370,266,26,1,281.44
3371,3224,42,5,6.8
3372,955,62,1,166.95
3373,1350,61,2,253.46
3374,1575,77,2,74.22
3375,2224,92,3,60.77
3376,3832,100,5,282.43
3377,3256,85,1,51.79
3378,1059,62,2,166.95
3379,1958,74,1,192.94
3380,4945,12,4,103.36
3381,3148,27,5,247.47
3382,2520,67,5,229.09
3383,3654,28,4,243.71
3384,2571,66,5,127.76
3385,2928,28,4,243.71
3386,3888,95,1,180.08
3387,888,21,4,18.03
3388,745,7,3,262.25
3389,3515,95,4,180.08
3390,2931,14,1,160.93
3391,2680,39,5,191.47
3392,176,73,3,168.62
3393,566,87,4,248.01
3394,3218,62,1,166.95
3395,4358,12,3,103.36
3396,4627,93,3,235.99
3397,1395,38,3,166.99
3398,1221,58,4,83.52
3399,948,56,1,91.29
3400,585,39,1,191.47
3401,2863,86,1,265.19
3402,1621,4,2,229.97
3403,3356,48,5,76.46
3404,2350,7,1,262.25
3405,3192,60,2,177.06
3406,3208,40,2,175.23
3407,2577,8,3,160.53
3408,532,58,5,83.52
3409,1232,57,3,49.94
3410,1994,35,5,207.78
3411,1698,73,3,168.62
3412,3371,13,4,221.25
3413,1546,39,5,191.47
3414,3166,84,2,123.43
3415,1438,21,2,18.03
3416,371,47,5,253.41
3417,4505,83,3,217.59
3418,617,2,4,70.12
3419,4167,44,4,261.34
3420,4015,30,1,211.51
3421,4180,87,5,248.01
3422,2257,55,4,123.39
3423,4355,40,3,175.23
3424,3311,77,3,74.22
3425,932,97,2,177.06
3426,2330,96,4,269.24
3427,394,92,4,60.77
3428,2466,24,3,25.36
3429,3278,42,2,6.8
3430,1930,28,4,243.71
3431,626,94,3,215.94
3432,4658,93,2,235.99
3433,2880,98,2,142.76
3434,3167,51,3,214.48
3435,3423,22,2,105.83
3436,2110,89,2,85.11
3437,1166,78,1,94.44
3438,2782,74,2,192.94
3439,1892,74,4,192.94
3440,3183,8,2,160.53
3441,1640,14,4,160.93
3442,782,45,3,206.12
3443,4693,38,2,166.99
3444,2057,32,3,122.73
3445,2324,62,5,166.95
3446,2275,96,2,269.24
3447,2234,67,3,229.09
3448,2639,84,5,123.43
3449,3288,61,4,253.46
3450,2481,13,4,221.25
3451,2617,87,4,248.01
3452,356,83,4,217.59
3453,4488,80,4,171.17
3454,4675,100,1,282.43
3455,3347,99,3,105.41
3456,3523,47,5,253.41
3457,2468,54,5,259.7
3458,164,71,2,138.91
3459,3635,52,3,201.72
3460,4734,72,1,247.32
3461,3664,25,1,6.67
3462,3255,23,3,191.71
3463,3382,74,4,192.94
3464,2065,30,4,211.51
3465,4266,97,3,177.06
3466,3985,11,5,246.84
3467,3888,35,4,207.78
3468,340,27,2,247.47
3469,4822,67,1,229.09
3470,3782,47,4,253.41
3471,3591,50,5,47.83
3472,1934,8,4,160.53
3473,1646,55,4,123.39
3474,4229,77,1,74.22
3475,2688,42,2,6.8
3476,4919,67,2,229.09
3477,2127,20,5,5.68
3478,4442,45,3,206.12
3479,4705,35,3,207.78
3480,639,77,3,74.22
3481,1225,20,5,5.68
3482,3706,24,4,25.36
3483,3911,57,2,49.94
3484,4246,55,2,123.39
3485,1550,9,4,191.6
3486,4146,94,2,215.94
3487,1506,89,2,85.11
3488,4431,16,3,297.21
3489,1376,55,3,123.39
3490,668,72,1,247.32
3491,2375,58,1,83.52
3492,4091,64,2,14.93
3493,1016,92,3,60.77
3494,336,76,1,141.64
3495,4762,88,1,217.91
3496,81,49,3,146.09
3497,2135,29,1,265.91
3498,1800,79,4,90.54
3499,258,82,4,275.45
3500,185,7,3,262.25
3501,123,77,3,74.22
3502,4701,83,1,217.59
3503,5000,69,2,217.34
3504,3515,90,5,123.72
3505,1395,2,4,70.12
3506,2353,33,4,218.33
3507,3220,48,3,76.46
3508,1309,37,2,95.31
3509,3945,89,3,85.11
3510,1942,89,1,85.11
3511,491,30,2,211.51
3512,1055,41,1,210.84
3513,702,4,4,229.97
3514,2935,83,3,217.59
3515,4696,91,3,35.31
3516,1135,39,5,191.47
3517,80,24,2,25.36
3518,836,50,4,47.83
3519,652,37,5,95.31
3520,417,53,5,67.28
3521,3681,25,3,6.67
3522,3867,93,2,235.99
3523,746,31,3,35.8
3524,2003,99,2,105.41
3525,240,92,5,60.77
3526,2894,38,1,166.99
3527,1945,58,4,83.52
3528,856,53,5,67.28
3529,3516,50,3,47.83
3530,2647,4,4,229.97
3531,3195,92,5,60.77
3532,4516,52,2,201.72
3533,4805,31,3,35.8
3534,2599,87,5,248.01
3535,1354,78,2,94.44
3536,2036,92,2,60.77
3537,2881,14,2,160.93
3538,680,1,4,291.6
3539,487,43,3,34.78
3540,3621,96,2,269.24
3541,3651,59,5,11.5
3542,4719,61,2,253.46
3543,1439,41,3,210.84
3544,4315,18,4,298.42
3545,1485,60,2,177.06
3546,691,69,5,217.34
3547,1013,79,3,90.54
3548,4543,59,2,11.5
3549,2348,42,4,6.8
3550,3709,80,1,171.17
3551,4471,100,5,282.43
3552,1923,36,2,12.23
3553,638,40,2,175.23
3554,3009,30,1,211.51
3555,2234,87,3,248.01
3556,2126,11,1,246.84
3557,3458,25,3,6.67
3558,4290,45,2,206.12
3559,3175,51,1,214.48
3560,3689,43,2,34.78
3561,1400,66,1,127.76
3562,2335,99,2,105.41
3563,1506,47,2,253.41
3564,250,24,2,25.36
3565,536,77,4,74.22
3566,3533,37,1,95.31
3567,3550,56,4,91.29
3568,458,94,2,215.94
3569,2739,75,5,160.25
3570,3370,87,3,248.01
3571,4136,46,1,38.31
3572,3697,28,1,243.71
3573,3412,93,3,235.99
3574,4070,52,4,201.72
3575,3388,15,3,239.05
3576,3186,45,5,206.12
3577,3239,58,2,83.52
3578,261,67,3,229.09
3579,1248,73,3,168.62
3580,3334,72,2,247.32
3581,3323,97,1,177.06
3582,2574,98,5,142.76
3583,126,73,3,168.62
3584,1230,81,3,40.39
3585,3212,41,1,210.84
3586,3134,65,5,68.32
3587,1307,40,2,175.23
3588,2102,5,2,279.13
3589,136,94,4,215.94
3590,2378,75,5,160.25
3591,1460,28,5,243.71
3592,4232,38,3,166.99
3593,813,81,4,40.39
3594,852,87,2,248.01
3595,1745,18,5,298.42
3596,1939,37,5,95.31
3597,871,27,1,247.47
3598,635,25,2,6.67
3599,669,69,1,217.34
3600,1294,83,4,217.59
3601,3089,27,5,247.47
3602,269,77,4,74.22
3603,861,54,1,259.7
3604,482,7,2,262.25
3605,3291,90,5,123.72
3606,3391,78,2,94.44
3607,1262,27,4,247.47
3608,2333,59,3,11.5
3609,103,72,2,247.32
3610,3795,31,2,35.8
3611,4888,99,2,105.41
3612,4335,91,5,35.31
3613,2693,68,4,60.41
3614,3672,4,4,229.97
3615,882,18,5,298.42
3616,2236,63,2,69.69
3617,4984,87,2,248.01
3618,3035,96,3,269.24
3619,4890,76,2,141.64
3620,2578,52,1,201.72
3621,676,84,2,123.43
3622,2440,63,3,69.69
3623,1682,45,1,206.12
3624,1277,12,3,103.36
3625,4768,8,3,160.53
3626,3248,22,4,105.83
3627,4935,91,5,35.31
3628,3649,41,3,210.84
3629,1313,41,2,210.84
3630,1074,81,4,40.39
3631,4100,57,1,49.94
3632,1655,32,5,122.73
3633,3748,97,4,177.06
3634,4089,95,3,180.08
3635,1894,55,4,123.39
3636,1286,6,2,14.01
3637,535,39,2,191.47
3638,3448,9,2,191.6
3639,1380,32,5,122.73
3640,646,36,4,12.23
3641,24,16,4,297.21
3642,4653,12,3,103.36
3643,4452,41,1,210.84
3644,4966,67,2,229.09
3645,4671,58,1,83.52
3646,4125,91,1,35.31
3647,365,91,2,35.31
3648,2656,9,2,191.6
3649,409,17,3,64.19
3650,1315,5,5,279.13
3651,219,26,2,281.44
3652,4704,85,1,51.79
3653,1540,1,3,291.6
3654,3434,1,4,291.6
3655,4954,35,3,207.78
3656,1603,9,2,191.6
3657,2705,87,2,248.01
3658,3649,38,5,166.99
3659,1106,4,3,229.97
3660,3412,52,2,201.72
3661,2489,19,1,31.49
3662,617,5,1,279.13
3663,4322,92,3,60.77
3664,2419,48,5,76.46
3665,28,87,3,248.01
3666,3056,63,5,69.69
3667,16,38,1,166.99
3668,3349,52,2,201.72
3669,333,87,4,248.01
3670,4579,46,2,38.31
3671,4662,82,1,275.45
3672,2162,93,1,235.99
3673,2086,92,2,60.77
3674,4550,9,2,191.6
3675,3954,50,1,47.83
3676,2790,74,2,192.94
3677,4262,66,4,127.76
3678,2253,77,4,74.22
3679,4974,38,3,166.99
3680,245,27,4,247.47
3681,1895,20,1,5.68
3682,1357,62,1,166.95
3683,943,74,3,192.94
3684,3468,16,5,297.21
3685,3193,79,3,90.54
3686,1746,13,5,221.25
3687,4506,20,5,5.68
3688,2358,24,2,25.36
3689,3880,50,4,47.83
3690,3778,7,5,262.25
3691,2116,87,2,248.01
3692,2268,88,3,217.91
3693,2268,29,3,265.91
3694,1497,5,5,279.13
3695,2797,35,2,207.78
3696,4482,65,1,68.32
3697,930,100,4,282.43
3698,3325,82,5,275.45
3699,4501,70,1,260.75
3700,4588,87,4,248.01
3701,357,74,1,192.94
3702,4311,7,2,262.25
3703,4065,44,5,261.34
3704,3842,72,1,247.32
3705,3931,13,1,221.25
3706,4848,94,1,215.94
3707,827,82,5,275.45
3708,666,78,2,94.44
3709,2029,75,2,160.25
3710,3692,38,1,166.99
3711,2583,13,2,221.25
3712,554,54,4,259.7
3713,328,44,2,261.34
3714,1189,97,1,177.06
3715,150,13,4,221.25
3716,4753,25,5,6.67
3717,2854,24,3,25.36
3718,1937,29,2,265.91
3719,4389,100,4,282.43
3720,2737,70,3,260.75
3721,957,18,5,298.42
3722,3249,92,3,60.77
3723,416,5,5,279.13
3724,3455,18,1,298.42
3725,2646,63,1,69.69
3726,3775,37,5,95.31
3727,85,71,3,138.91
3728,1936,55,2,123.39
3729,1417,73,3,168.62
3730,1071,99,3,105.41
3731,3413,12,2,103.36
3732,1522,52,3,201.72
3733,1502,57,3,49.94
3734,4092,46,4,38.31
3735,2474,44,5,261.34
3736,736,24,1,25.36
3737,2839,9,5,191.6
3738,2563,12,3,103.36
3739,3907,100,2,282.43
3740,1273,9,2,191.6
3741,4837,22,1,105.83
3742,1863,17,1,64.19
3743,4227,33,1,218.33
3744,1764,47,2,253.41
3745,4419,88,3,217.91
3746,823,15,1,239.05
3747,543,93,1,235.99
3748,2766,96,2,269.24
3749,2079,33,3,218.33
3750,885,93,1,235.99
3751,4287,15,3,239.05
3752,3650,27,4,247.47
3753,4511,98,1,142.76
3754,3572,61,1,253.46
3755,3934,68,2,60.41
3756,3667,82,4,275.45
3757,1722,85,4,51.79
3758,375,48,4,76.46
3759,558,8,5,160.53
3760,1281,6,2,14.01
3761,3424,63,2,69.69
3762,1129,84,1,123.43
3763,1361,2,2,70.12
3764,3598,22,1,105.83
3765,1101,21,1,18.03
3766,1535,6,5,14.01
3767,2626,96,2,269.24
3768,4128,70,2,260.75
3769,1632,13,5,221.25
3770,58,1,5,291.6
3771,1128,22,2,105.83
3772,312,24,2,25.36
3773,3718,64,1,14.93
3774,2002,41,3,210.84
3775,2738,94,1,215.94
3776,3878,22,4,105.83
3777,2283,61,4,253.46
3778,3184,12,3,103.36
3779,1432,90,5,123.72
3780,3126,4,4,229.97
3781,4898,83,5,217.59
3782,4335,80,5,171.17
3783,1776,12,1,103.36
3784,1319,33,5,218.33
3785,4208,21,3,18.03
3786,3160,100,1,282.43
3787,1329,73,3,168.62
3788,4386,72,5,247.32
3789,3975,84,4,123.43
3790,4678,74,5,192.94
3791,4466,96,3,269.24
3792,220,92,2,60.77
3793,3303,74,2,192.94
3794,2867,72,4,247.32
3795,1897,52,3,201.72
3796,4445,47,4,253.41
3797,2303,97,1,177.06
3798,4548,59,5,11.5
3799,4185,47,1,253.41
3800,4967,56,2,91.29
3801,3727,13,5,221.25
3802,2043,44,1,261.34
3803,523,35,2,207.78
3804,2708,29,1,265.91
3805,2999,56,5,91.29
3806,3922,5,1,279.13
3807,910,67,5,229.09
3808,4538,53,1,67.28
3809,4134,60,4,177.06
3810,1881,6,1,14.01
3811,3280,48,1,76.46
3812,4306,80,4,171.17
3813,2561,35,2,207.78
3814,3073,18,5,298.42
3815,3827,11,3,246.84
3816,4477,51,2,214.48
3817,2876,23,5,191.71
3818,2907,47,1,253.41
3819,4490,75,2,160.25
3820,4492,59,1,11.5
3821,545,57,2,49.94
3822,3098,93,2,235.99
3823,3626,56,3,91.29
3824,3506,27,4,247.47
3825,1085,73,2,168.62
3826,553,35,1,207.78
3827,1154,55,3,123.39
3828,3939,9,2,191.6
3829,2246,18,4,298.42
3830,1687,44,1,261.34
3831,694,21,3,18.03
3832,3791,56,5,91.29
3833,498,48,4,76.46
3834,2096,100,5,282.43
3835,613,1,5,291.6
3836,3968,27,3,247.47
3837,376,45,3,206.12
3838,806,63,3,69.69
3839,921,58,5,83.52
3840,4971,40,1,175.23
3841,3605,63,3,69.69
3842,1444,38,4,166.99
3843,1546,29,3,265.91
3844,1211,40,3,175.23
3845,2081,19,3,31.49
3846,4688,88,5,217.91
3847,2149,56,1,91.29
3848,1509,44,3,261.34
3849,914,65,5,68.32
3850,2781,100,4,282.43
3851,390,87,1,248.01
3852,4050,13,5,221.25
3853,4256,30,2,211.51
3854,4988,49,4,146.09
3855,3626,75,4,160.25
3856,1071,63,2,69.69
3857,4792,71,5,138.91
3858,4854,35,5,207.78
3859,2571,11,4,246.84
3860,3738,49,5,146.09
3861,2780,40,2,175.23
3862,339,21,5,18.03
3863,1977,47,4,253.41
3864,3437,3,5,221.54
3865,795,30,1,211.51
3866,1723,88,2,217.91
3867,3220,67,2,229.09
3868,899,62,3,166.95
3869,103,37,5,95.31
3870,2860,97,2,177.06
3871,4189,22,5,105.83
3872,1448,31,1,35.8
3873,4215,46,4,38.31
3874,2033,76,4,141.64
3875,4033,45,3,206.12
3876,3061,14,3,160.93
3877,1535,12,2,103.36
3878,2848,63,2,69.69
3879,3210,91,2,35.31
3880,4571,77,1,74.22
3881,3464,88,3,217.91
3882,435,38,3,166.99
3883,1258,47,4,253.41
3884,55,54,3,259.7
3885,931,55,3,123.39
3886,2800,48,1,76.46
3887,312,73,2,168.62
3888,957,72,1,247.32
3889,4084,15,5,239.05
3890,4853,71,4,138.91
3891,2513,88,4,217.91
3892,1264,16,4,297.21
3893,2748,88,2,217.91
3894,2783,43,2,34.78
3895,1094,7,2,262.25
3896,2787,43,4,34.78
3897,2816,28,4,243.71
3898,3764,66,4,127.76
3899,4036,98,5,142.76
3900,4840,60,5,177.06
3901,2324,3,4,221.54
3902,233,1,2,291.6
3903,2102,31,2,35.8
3904,4353,56,5,91.29
3905,2029,87,5,248.01
3906,1930,84,4,123.43
3907,1459,80,4,171.17
3908,1649,46,2,38.31
3909,408,32,3,122.73
3910,3341,81,2,40.39
3911,1978,18,2,298.42
3912,2414,68,4,60.41
3913,4938,35,3,207.78
3914,1761,100,3,282.43
3915,3598,23,4,191.71
3916,1379,79,1,90.54
3917,621,13,4,221.25
3918,930,78,5,94.44
3919,975,14,3,160.93
3920,4488,37,4,95.31
3921,4448,5,2,279.13
3922,2854,22,2,105.83
3923,1690,28,2,243.71
3924,4672,4,4,229.97
3925,4619,50,1,47.83
3926,726,29,5,265.91
3927,162,37,2,95.31
3928,659,35,4,207.78
3929,2898,20,1,5.68
3930,4620,35,3,207.78
3931,4100,99,3,105.41
3932,2543,84,5,123.43
3933,1579,2,4,70.12
3934,3995,58,4,83.52
