item_id,order_id,product_id,quantity,unit_price,revenue
3266,3819,48,1,76.46,76.46
3267,2028,45,5,206.12,1030.6
3268,2561,95,2,180.08,360.16
3269,2178,93,2,235.99,471.98
3270,1538,33,5,218.33,1091.65
3271,1274,4,5,229.97,1149.85
3272,2782,47,5,253.41,1267.05
3273,947,90,2,123.72,247.44
3274,1299,53,4,67.28,269.12
3275,2512,31,3,35.8,107.39999999999999
3276,2189,31,5,35.8,179.0
3277,882,27,5,247.47,1237.35
3278,1848,89,2,85.11,170.22
3279,1976,48,2,76.46,152.92
3280,4269,36,3,12.23,36.69
3281,4569,49,1,146.09,146.09
3282,2965,31,2,35.8,71.6
3283,3064,44,3,261.34,784.02
3284,3129,59,2,11.5,23.0
3285,498,23,2,191.71,383.42
3286,2217,99,2,105.41,210.82
3287,989,68,4,60.41,241.64
3288,2609,92,4,60.77,243.08
3289,2476,42,5,6.8,34.0
3290,4515,42,4,6.8,27.2
3291,1371,13,3,221.25,663.75
3292,3589,1,2,291.6,583.2
3293,2503,76,4,141.64,566.56
3294,4810,53,2,67.28,134.56
3295,179,40,1,175.23,175.23
3296,1930,90,5,123.72,618.6
3297,2549,46,4,38.31,153.24
3298,4835,87,2,248.01,496.02
3299,112,22,1,105.83,105.83
3300,3220,52,5,201.72,1008.6
3301,715,28,5,243.71,1218.55
3302,1402,53,1,67.28,67.28
3303,2925,63,4,69.69,278.76
3304,1382,17,4,64.19,256.76
3305,3128,64,2,14.93,29.86
3306,4909,6,3,14.01,42.03
3307,3012,14,2,160.93,321.86
3308,1209,17,2,64.19,128.38
3309,3126,38,2,166.99,333.98
3310,37,69,1,217.34,217.34
3311,1829,13,5,221.25,1106.25
3312,3061,53,5,67.28,336.4
3313,3342,9,3,191.6,574.8
3314,3942,44,4,261.34,1045.36
3315,810,26,2,281.44,562.88
3316,3073,77,1,74.22,74.22
3317,4119,19,1,31.49,31.49
3318,1527,48,2,76.46,152.92
3319,3520,81,1,40.39,40.39
3320,4892,80,1,171.17,171.17
3321,496,30,2,211.51,423.02
3322,4996,32,3,122.73,368.19
3323,425,78,1,94.44,94.44
3324,2748,79,5,90.54,452.70000000000005
3325,2066,76,5,141.64,708.1999999999999
3326,1983,75,5,160.25,801.25
3327,1469,69,2,217.34,434.68
3328,3801,11,5,246.84,1234.2
3329,1234,98,4,142.76,571.04
3330,1798,83,1,217.59,217.59
3331,565,26,3,281.44,844.3199999999999
3332,3020,26,5,281.44,1407.2
3333,1305,17,2,64.19,128.38
3334,133,95,3,180.08,540.24
3335,449,83,2,217.59,435.18
3336,1831,44,3,261.34,784.02
3337,2159,84,3,123.43,370.29
3338,3627,23,1,191.71,191.71
3339,850,25,3,6.67,20.009999999999998
3340,3963,92,4,60.77,243.08
3341,1481,37,4,95.31,381.24
3342,901,76,4,141.64,566.56
3343,4855,65,2,68.32,136.64
3344,1540,2,1,70.12,70.12
3345,1900,74,2,192.94,385.88
3346,2945,98,5,142.76,713.8
3347,4958,32,4,122.73,490.92
3348,3245,89,1,85.11,85.11
3349,515,74,4,192.94,771.76
3350,1592,55,1,123.39,123.39
3351,84,50,2,47.83,95.66
3352,3743,65,2,68.32,136.64
3353,4894,32,4,122.73,490.92
3354,2128,37,3,95.31,285.93
3355,1602,76,1,141.64,141.64
3356,4618,82,5,275.45,1377.25
3357,1223,94,3,215.94,647.8199999999999
3358,4330,13,2,221.25,442.5
3359,1843,54,1,259.7,259.7
3360,2292,3,3,221.54,664.62
3361,1590,85,5,51.79,258.95
3362,2897,42,3,6.8,20.4
3363,4489,78,5,94.44,472.2
3364,9,40,2,175.23,350.46
3365,4709,74,1,192.94,192.94
3366,715,66,2,127.76,255.52
3367,1928,60,1,177.06,177.06
3368,110,11,3,246.84,740.52
3369,4930,1,2,291.6,583.2
3370,266,26,1,281.44,281.44
3371,3224,42,5,6.8,34.0
3372,955,62,1,166.95,166.95
3373,1350,61,2,253.46,506.92
3374,1575,77,2,74.22,148.44
3375,2224,92,3,60.77,182.31
3376,3832,100,5,282.43,1412.15
3377,3256,85,1,51.79,51.79
3378,1059,62,2,166.95,333.9
3379,1958,74,1,192.94,192.94
3380,4945,12,4,103.36,413.44
3381,3148,27,5,247.47,1237.35
3382,2520,67,5,229.09,1145.45
3383,3654,28,4,243.71,974.84
3384,2571,66,5,127.76,638.8000000000001
3385,2928,28,4,243.71,974.84
3386,3888,95,1,180.08,180.08
3387,888,21,4,18.03,72.12
3388,745,7,3,262.25,786.75
3389,3515,95,4,180.08,720.32
3390,2931,14,1,160.93,160.93
3391,2680,39,5,191.47,957.35
3392,176,73,3,168.62,505.86
3393,566,87,4,248.01,992.04
3394,3218,62,1,166.95,166.95
3395,4358,12,3,103.36,310.08
3396,4627,93,3,235.99,707.97
3397,1395,38,3,166.99,500.97
3398,1221,58,4,83.52,334.08
3399,948,56,1,91.29,91.29
3400,585,39,1,191.47,191.47
3401,2863,86,1,265.19,265.19
3402,1621,4,2,229.97,459.94
3403,3356,48,5,76.46,382.29999999999995
3404,2350,7,1,262.25,262.25
3405,3192,60,2,177.06,354.12
3406,3208,40,2,175.23,350.46
3407,2577,8,3,160.53,481.59000000000003
3408,532,58,5,83.52,417.59999999999997
3409,1232,57,3,49.94,149.82
3410,1994,35,5,207.78,1038.9
3411,1698,73,3,168.62,505.86
3412,3371,13,4,221.25,885.0
3413,1546,39,5,191.47,957.35
3414,3166,84,2,123.43,246.86
3415,1438,21,2,18.03,36.06
3416,371,47,5,253.41,1267.05
3417,4505,83,3,217.59,652.77
3418,617,2,4,70.12,280.48
3419,4167,44,4,261.34,1045.36
3420,4015,30,1,211.51,211.51
3421,4180,87,5,248.01,1240.05
3422,2257,55,4,123.39,493.56
3423,4355,40,3,175.23,525.6899999999999
3424,3311,77,3,74.22,222.66
3425,932,97,2,177.06,354.12
3426,2330,96,4,269.24,1076.96
3427,394,92,4,60.77,243.08
3428,2466,24,3,25.36,76.08
3429,3278,42,2,6.8,13.6
3430,1930,28,4,243.71,974.84
3431,626,94,3,215.94,647.8199999999999
3432,4658,93,2,235.99,471.98
3433,2880,98,2,142.76,285.52
3434,3167,51,3,214.48,643.4399999999999
3435,3423,22,2,105.83,211.66
3436,2110,89,2,85.11,170.22
3437,1166,78,1,94.44,94.44
3438,2782,74,2,192.94,385.88
3439,1892,74,4,192.94,771.76
3440,3183,8,2,160.53,321.06
3441,1640,14,4,160.93,643.72
3442,782,45,3,206.12,618.36
3443,4693,38,2,166.99,333.98
3444,2057,32,3,122.73,368.19
3445,2324,62,5,166.95,834.75
3446,2275,96,2,269.24,538.48
3447,2234,67,3,229.09,687.27
3448,2639,84,5,123.43,617.1500000000001
3449,3288,61,4,253.46,1013.84
3450,2481,13,4,221.25,885.0
3451,2617,87,4,248.01,992.04
3452,356,83,4,217.59,870.36
3453,4488,80,4,171.17,684.68
3454,4675,100,1,282.43,282.43
3455,3347,99,3,105.41,316.23
3456,3523,47,5,253.41,1267.05
3457,2468,54,5,259.7,1298.5
3458,164,71,2,138.91,277.82
3459,3635,52,3,201.72,605.16
3460,4734,72,1,247.32,247.32
3461,3664,25,1,6.67,6.67
3462,3255,23,3,191.71,575.13
3463,3382,74,4,192.94,771.76
3464,2065,30,4,211.51,846.04
3465,4266,97,3,177.06,531.1800000000001
3466,3985,11,5,246.84,1234.2
3467,3888,35,4,207.78,831.12
3468,340,27,2,247.47,494.94
3469,4822,67,1,229.09,229.09
3470,3782,47,4,253.41,1013.64
3471,3591,50,5,47.83,239.14999999999998
3472,1934,8,4,160.53,642.12
3473,1646,55,4,123.39,493.56
3474,4229,77,1,74.22,74.22
3475,2688,42,2,6.8,13.6
3476,4919,67,2,229.09,458.18
3477,2127,20,5,5.68,28.4
3478,4442,45,3,206.12,618.36
3479,4705,35,3,207.78,623.34
3480,639,77,3,74.22,222.66
3481,1225,20,5,5.68,28.4
3482,3706,24,4,25.36,101.44
3483,3911,57,2,49.94,99.88
3484,4246,55,2,123.39,246.78
3485,1550,9,4,191.6,766.4
3486,4146,94,2,215.94,431.88
3487,1506,89,2,85.11,170.22
3488,4431,16,3,297.21,891.6299999999999
3489,1376,55,3,123.39,370.17
3490,668,72,1,247.32,247.32
3491,2375,58,1,83.52,83.52
3492,4091,64,2,14.93,29.86
3493,1016,92,3,60.77,182.31
3494,336,76,1,141.64,141.64
3495,4762,88,1,217.91,217.91
3496,81,49,3,146.09,438.27
3497,2135,29,1,265.91,265.91
3498,1800,79,4,90.54,362.16
3499,258,82,4,275.45,1101.8
3500,185,7,3,262.25,786.75
3501,123,77,3,74.22,222.66
3502,4701,83,1,217.59,217.59
3503,5000,69,2,217.34,434.68
3504,3515,90,5,123.72,618.6
3505,1395,2,4,70.12,280.48
3506,2353,33,4,218.33,873.32
3507,3220,48,3,76.46,229.38
3508,1309,37,2,95.31,190.62
3509,3945,89,3,85.11,255.32999999999998
3510,1942,89,1,85.11,85.11
3511,491,30,2,211.51,423.02
3512,1055,41,1,210.84,210.84
3513,702,4,4,229.97,919.88
3514,2935,83,3,217.59,652.77
3515,4696,91,3,35.31,105.93
3516,1135,39,5,191.47,957.35
3517,80,24,2,25.36,50.72
3518,836,50,4,47.83,191.32
3519,652,37,5,95.31,476.55
3520,417,53,5,67.28,336.4
3521,3681,25,3,6.67,20.009999999999998
3522,3867,93,2,235.99,471.98
3523,746,31,3,35.8,107.39999999999999
3524,2003,99,2,105.41,210.82
3525,240,92,5,60.77,303.85
3526,2894,38,1,166.99,166.99
3527,1945,58,4,83.52,334.08
3528,856,53,5,67.28,336.4
3529,3516,50,3,47.83,143.49
3530,2647,4,4,229.97,919.88
3531,3195,92,5,60.77,303.85
3532,4516,52,2,201.72,403.44
3533,4805,31,3,35.8,107.39999999999999
3534,2599,87,5,248.01,1240.05
3535,1354,78,2,94.44,188.88
3536,2036,92,2,60.77,121.54
3537,2881,14,2,160.93,321.86
3538,680,1,4,291.6,1166.4
3539,487,43,3,34.78,104.34
3540,3621,96,2,269.24,538.48
3541,3651,59,5,11.5,57.5
3542,4719,61,2,253.46,506.92
3543,1439,41,3,210.84,632.52
3544,4315,18,4,297.21,1188.84
3545,1485,60,2,177.06,354.12
3546,691,69,5,217.34,1086.7
3547,1013,79,3,90.54,271.62
3548,4543,59,2,11.5,23.0
3549,2348,42,4,6.8,27.2
3550,3709,80,1,171.17,171.17
3551,4471,100,5,282.43,1412.15
3552,1923,36,2,12.23,24.46
3553,638,40,2,175.23,350.46
3554,3009,30,1,211.51,211.51
3555,2234,87,3,248.01,744.03
3556,2126,11,1,246.84,246.84
3557,3458,25,3,6.67,20.009999999999998
3558,4290,45,2,206.12,412.24
3559,3175,51,1,214.48,214.48
3560,3689,43,2,34.78,69.56
3561,1400,66,1,127.76,127.76
3562,2335,99,2,105.41,210.82
3563,1506,47,2,253.41,506.82
3564,250,24,2,25.36,50.72
3565,536,77,4,74.22,296.88
3566,3533,37,1,95.31,95.31
3567,3550,56,4,91.29,365.16
3568,458,94,2,215.94,431.88
3569,2739,75,5,160.25,801.25
3570,3370,87,3,248.01,744.03
3571,4136,46,1,38.31,38.31
3572,3697,28,1,243.71,243.71
3573,3412,93,3,235.99,707.97
3574,4070,52,4,201.72,806.88
3575,3388,15,3,239.05,717.1500000000001
3576,3186,45,5,206.12,1030.6
3577,3239,58,2,83.52,167.04
3578,261,67,3,229.09,687.27
3579,1248,73,3,168.62,505.86
3580,3334,72,2,247.32,494.64
3581,3323,97,1,177.06,177.06
3582,2574,98,5,142.76,713.8
3583,126,73,3,168.62,505.86
3584,1230,81,3,40.39,121.17
3585,3212,41,1,210.84,210.84
3586,3134,65,5,68.32,341.59999999999997
3587,1307,40,2,175.23,350.46
3588,2102,5,2,279.13,558.26
3589,136,94,4,215.94,863.76
3590,2378,75,5,160.25,801.25
3591,1460,28,5,243.71,1218.55
3592,4232,38,3,166.99,500.97
3593,813,81,4,40.39,161.56
3594,852,87,2,248.01,496.02
3595,1745,18,5,297.21,1486.05
3596,1939,37,5,95.31,476.55
3597,871,27,1,247.47,247.47
3598,635,25,2,6.67,13.34
3599,669,69,1,217.34,217.34
3600,1294,83,4,217.59,870.36
3601,3089,27,5,247.47,1237.35
3602,269,77,4,74.22,296.88
3603,861,54,1,259.7,259.7
3604,482,7,2,262.25,524.5
3605,3291,90,5,123.72,618.6
3606,3391,78,2,94.44,188.88
3607,1262,27,4,247.47,989.88
3608,2333,59,3,11.5,34.5
3609,103,72,2,247.32,494.64
3610,3795,31,2,35.8,71.6
3611,4888,99,2,105.41,210.82
3612,4335,91,5,35.31,176.55
3613,2693,68,4,60.41,241.64
3614,3672,4,4,229.97,919.88
3615,882,18,5,297.21,1486.05
3616,2236,63,2,69.69,139.38
3617,4984,87,2,248.01,496.02
3618,3035,96,3,269.24,807.72
3619,4890,76,2,141.64,283.28
3620,2578,52,1,201.72,201.72
3621,676,84,2,123.43,246.86
3622,2440,63,3,69.69,209.07
3623,1682,45,1,206.12,206.12
3624,1277,12,3,103.36,310.08
3625,4768,8,3,160.53,481.59000000000003
3626,3248,22,4,105.83,423.32
3627,4935,91,5,35.31,176.55
3628,3649,41,3,210.84,632.52
3629,1313,41,2,210.84,421.68
3630,1074,81,4,40.39,161.56
3631,4100,57,1,49.94,49.94
3632,1655,32,5,122.73,613.65
3633,3748,97,4,177.06,708.24
3634,4089,95,3,180.08,540.24
3635,1894,55,4,123.39,493.56
3636,1286,6,2,14.01,28.02
3637,535,39,2,191.47,382.94
3638,3448,9,2,191.6,383.2
3639,1380,32,5,122.73,613.65
3640,646,36,4,12.23,48.92
3641,24,16,4,297.21,1188.84
3642,4653,12,3,103.36,310.08
3643,4452,41,1,210.84,210.84
3644,4966,67,2,229.09,458.18
3645,4671,58,1,83.52,83.52
3646,4125,91,1,35.31,35.31
3647,365,91,2,35.31,70.62
3648,2656,9,2,191.6,383.2
3649,409,17,3,64.19,192.57
3650,1315,5,5,279.13,1395.65
3651,219,26,2,281.44,562.88
3652,4704,85,1,51.79,51.79
3653,1540,1,3,291.6,874.8000000000001
3654,3434,1,4,291.6,1166.4
3655,4954,35,3,207.78,623.34
3656,1603,9,2,191.6,383.2
3657,2705,87,2,248.01,496.02
3658,3649,38,5,166.99,834.95
3659,1106,4,3,229.97,689.91
3660,3412,52,2,201.72,403.44
3661,2489,19,1,31.49,31.49
3662,617,5,1,279.13,279.13
3663,4322,92,3,60.77,182.31
3664,2419,48,5,76.46,382.29999999999995
3665,28,87,3,248.01,744.03
3666,3056,63,5,69.69,348.45
3667,16,38,1,166.99,166.99
3668,3349,52,2,201.72,403.44
3669,333,87,4,248.01,992.04
3670,4579,46,2,38.31,76.62
3671,4662,82,1,275.45,275.45
3672,2162,93,1,235.99,235.99
3673,2086,92,2,60.77,121.54
3674,4550,9,2,191.6,383.2
3675,3954,50,1,47.83,47.83
3676,2790,74,2,192.94,385.88
3677,4262,66,4,127.76,511.04
3678,2253,77,4,74.22,296.88
3679,4974,38,3,166.99,500.97
3680,245,27,4,247.47,989.88
3681,1895,20,1,5.68,5.68
3682,1357,62,1,166.95,166.95
3683,943,74,3,192.94,578.8199999999999
3684,3468,16,5,297.21,1486.05
3685,3193,79,3,90.54,271.62
3686,1746,13,5,221.25,1106.25
3687,4506,20,5,5.68,28.4
3688,2358,24,2,25.36,50.72
3689,3880,50,4,47.83,191.32
3690,3778,7,5,262.25,1311.25
3691,2116,87,2,248.01,496.02
3692,2268,88,3,217.91,653.73
3693,2268,29,3,265.91,797.73
3694,1497,5,5,279.13,1395.65
3695,2797,35,2,207.78,415.56
3696,4482,65,1,68.32,68.32
3697,930,100,4,282.43,1129.72
3698,3325,82,5,275.45,1377.25
3699,4501,70,1,260.75,260.75
3700,4588,87,4,248.01,992.04
3701,357,74,1,192.94,192.94
3702,4311,7,2,262.25,524.5
3703,4065,44,5,261.34,1306.6999999999998
3704,3842,72,1,247.32,247.32
3705,3931,13,1,221.25,221.25
3706,4848,94,1,215.94,215.94
3707,827,82,5,275.45,1377.25
3708,666,78,2,94.44,188.88
3709,2029,75,2,160.25,320.5
3710,3692,38,1,166.99,166.99
3711,2583,13,2,221.25,442.5
3712,554,54,4,259.7,1038.8
3713,328,44,2,261.34,522.68
3714,1189,97,1,177.06,177.06
3715,150,13,4,221.25,885.0
3716,4753,25,5,6.67,33.35
3717,2854,24,3,25.36,76.08
3718,1937,29,2,265.91,531.82
3719,4389,100,4,282.43,1129.72
3720,2737,70,3,260.75,782.25
3721,957,18,5,297.21,1486.05
3722,3249,92,3,60.77,182.31
3723,416,5,5,279.13,1395.65
3724,3455,18,1,297.21,297.21
3725,2646,63,1,69.69,69.69
3726,3775,37,5,95.31,476.55
3727,85,71,3,138.91,416.73
3728,1936,55,2,123.39,246.78
3729,1417,73,3,168.62,505.86
3730,1071,99,3,105.41,316.23
3731,3413,12,2,103.36,206.72
3732,1522,52,3,201.72,605.16
3733,1502,57,3,49.94,149.82
3734,4092,46,4,38.31,153.24
3735,2474,44,5,261.34,1306.6999999999998
3736,736,24,1,25.36,25.36
3737,2839,9,5,191.6,958.0
3738,2563,12,3,103.36,310.08
3739,3907,100,2,282.43,564.86
3740,1273,9,2,191.6,383.2
3741,4837,22,1,105.83,105.83
3742,1863,17,1,64.19,64.19
3743,4227,33,1,218.33,218.33
3744,1764,47,2,253.41,506.82
3745,4419,88,3,217.91,653.73
3746,823,15,1,239.05,239.05
3747,543,93,1,235.99,235.99
3748,2766,96,2,269.24,538.48
3749,2079,33,3,218.33,654.99
3750,885,93,1,235.99,235.99
3751,4287,15,3,239.05,717.1500000000001
3752,3650,27,4,247.47,989.88
3753,4511,98,1,142.76,142.76
3754,3572,61,1,253.46,253.46
3755,3934,68,2,60.41,120.82
3756,3667,82,4,275.45,1101.8
3757,1722,85,4,51.79,207.16
3758,375,48,4,76.46,305.84
3759,558,8,5,160.53,802.65
3760,1281,6,2,14.01,28.02
3761,3424,63,2,69.69,139.38
3762,1129,84,1,123.43,123.43
3763,1361,2,2,70.12,140.24
3764,3598,22,1,105.83,105.83
3765,1101,21,1,18.03,18.03
3766,1535,6,5,14.01,70.05
3767,2626,96,2,269.24,538.48
3768,4128,70,2,260.75,521.5
3769,1632,13,5,221.25,1106.25
3770,58,1,5,291.6,1458.0
3771,1128,22,2,105.83,211.66
3772,312,24,2,25.36,50.72
3773,3718,64,1,14.93,14.93
3774,2002,41,3,210.84,632.52
3775,2738,94,1,215.94,215.94
3776,3878,22,4,105.83,423.32
3777,2283,61,4,253.46,1013.84
3778,3184,12,3,103.36,310.08
3779,1432,90,5,123.72,618.6
3780,3126,4,4,229.97,919.88
3781,4898,83,5,217.59,1087.95
3782,4335,80,5,171.17,855.8499999999999
3783,1776,12,1,103.36,103.36
3784,1319,33,5,218.33,1091.65
3785,4208,21,3,18.03,54.09
3786,3160,100,1,282.43,282.43
3787,1329,73,3,168.62,505.86
3788,4386,72,5,247.32,1236.6
3789,3975,84,4,123.43,493.72
3790,4678,74,5,192.94,964.7
3791,4466,96,3,269.24,807.72
3792,220,92,2,60.77,121.54
3793,3303,74,2,192.94,385.88
3794,2867,72,4,247.32,989.28
3795,1897,52,3,201.72,605.16
3796,4445,47,4,253.41,1013.64
3797,2303,97,1,177.06,177.06
3798,4548,59,5,11.5,57.5
3799,4185,47,1,253.41,253.41
3800,4967,56,2,91.29,182.58
3801,3727,13,5,221.25,1106.25
3802,2043,44,1,261.34,261.34
3803,523,35,2,207.78,415.56
3804,2708,29,1,265.91,265.91
3805,2999,56,5,91.29,456.45000000000005
3806,3922,5,1,279.13,279.13
3807,910,67,5,229.09,1145.45
3808,4538,53,1,67.28,67.28
3809,4134,60,4,177.06,708.24
3810,1881,6,1,14.01,14.01
3811,3280,48,1,76.46,76.46
3812,4306,80,4,171.17,684.68
3813,2561,35,2,207.78,415.56
3814,3073,18,5,297.21,1486.05
3815,3827,11,3,246.84,740.52
3816,4477,51,2,214.48,428.96
3817,2876,23,5,191.71,958.5500000000001
3818,2907,47,1,253.41,253.41
3819,4490,75,2,160.25,320.5
3820,4492,59,1,11.5,11.5
3821,545,57,2,49.94,99.88
3822,3098,93,2,235.99,471.98
3823,3626,56,3,91.29,273.87
3824,3506,27,4,247.47,989.88
3825,1085,73,2,168.62,337.24
3826,553,35,1,207.78,207.78
3827,1154,55,3,123.39,370.17
3828,3939,9,2,191.6,383.2
3829,2246,18,4,297.21,1188.84
3830,1687,44,1,261.34,261.34
3831,694,21,3,18.03,54.09
3832,3791,56,5,91.29,456.45000000000005
3833,498,48,4,76.46,305.84
3834,2096,100,5,282.43,1412.15
3835,613,1,5,291.6,1458.0
3836,3968,27,3,247.47,742.41
3837,376,45,3,206.12,618.36
3838,806,63,3,69.69,209.07
3839,921,58,5,83.52,417.59999999999997
3840,4971,40,1,175.23,175.23
3841,3605,63,3,69.69,209.07
3842,1444,38,4,166.99,667.96
3843,1546,29,3,265.91,797.73
3844,1211,40,3,175.23,525.6899999999999
3845,2081,19,3,31.49,94.47
3846,4688,88,5,217.91,1089.55
3847,2149,56,1,91.29,91.29
3848,1509,44,3,261.34,784.02
3849,914,65,5,68.32,341.59999999999997
3850,2781,100,4,282.43,1129.72
3851,390,87,1,248.01,248.01
3852,4050,13,5,221.25,1106.25
3853,4256,30,2,211.51,423.02
3854,4988,49,4,146.09,584.36
3855,3626,75,4,160.25,641.0
3856,1071,63,2,69.69,139.38
3857,4792,71,5,138.91,694.55
3858,4854,35,5,207.78,1038.9
3859,2571,11,4,246.84,987.36
3860,3738,49,5,146.09,730.45
3861,2780,40,2,175.23,350.46
3862,339,21,5,18.03,90.15
3863,1977,47,4,253.41,1013.64
3864,3437,3,5,221.54,1107.7
3865,795,30,1,211.51,211.51
3866,1723,88,2,217.91,435.82
3867,3220,67,2,229.09,458.18
3868,899,62,3,166.95,500.84999999999997
3869,103,37,5,95.31,476.55
3870,2860,97,2,177.06,354.12
3871,4189,22,5,105.83,529.15
3872,1448,31,1,35.8,35.8
3873,4215,46,4,38.31,153.24
3874,2033,76,4,141.64,566.56
3875,4033,45,3,206.12,618.36
3876,3061,14,3,160.93,482.79
3877,1535,12,2,103.36,206.72
3878,2848,63,2,69.69,139.38
3879,3210,91,2,35.31,70.62
3880,4571,77,1,74.22,74.22
3881,3464,88,3,217.91,653.73
3882,435,38,3,166.99,500.97
3883,1258,47,4,253.41,1013.64
3884,55,54,3,259.7,779.0999999999999
3885,931,55,3,123.39,370.17
3886,2800,48,1,76.46,76.46
3887,312,73,2,168.62,337.24
3888,957,72,1,247.32,247.32
3889,4084,15,5,239.05,1195.25
3890,4853,71,4,138.91,555.64
3891,2513,88,4,217.91,871.64
3892,1264,16,4,297.21,1188.84
3893,2748,88,2,217.91,435.82
3894,2783,43,2,34.78,69.56
3895,1094,7,2,262.25,524.5
3896,2787,43,4,34.78,139.12
3897,2816,28,4,243.71,974.84
3898,3764,66,4,127.76,511.04
3899,4036,98,5,142.76,713.8
3900,4840,60,5,177.06,885.3
3901,2324,3,4,221.54,886.16
3902,233,1,2,291.6,583.2
3903,2102,31,2,35.8,71.6
3904,4353,56,5,91.29,456.45000000000005
3905,2029,87,5,248.01,1240.05
3906,1930,84,4,123.43,493.72
3907,1459,80,4,171.17,684.68
3908,1649,46,2,38.31,76.62
3909,408,32,3,122.73,368.19
3910,3341,81,2,40.39,80.78
3911,1978,18,2,297.21,594.42
3912,2414,68,4,60.41,241.64
3913,4938,35,3,207.78,623.34
3914,1761,100,3,282.43,847.29
3915,3598,23,4,191.71,766.84
3916,1379,79,1,90.54,90.54
3917,621,13,4,221.25,885.0
3918,930,78,5,94.44,472.2
3919,975,14,3,160.93,482.79
3920,4488,37,4,95.31,381.24
3921,4448,5,2,279.13,558.26
3922,2854,22,2,105.83,211.66
3923,1690,28,2,243.71,487.42
3924,4672,4,4,229.97,919.88
3925,4619,50,1,47.83,47.83
3926,726,29,5,265.91,1329.5500000000002
3927,162,37,2,95.31,190.62
3928,659,35,4,207.78,831.12
3929,2898,20,1,5.68,5.68
3930,4620,35,3,207.78,623.34
3931,4100,99,3,105.41,316.23
3932,2543,84,5,123.43,617.1500000000001
3933,1579,2,4,70.12,280.48
3934,3995,58,4,83.52,334.08
3935,1075,18,2,297.21,594.42
3936,3206,94,1,215.94,215.94
3937,4045,56,5,91.29,456.45000000000005
3938,3434,64,1,14.93,14.93
3939,878,93,5,235.99,1179.95
3940,1092,52,4,201.72,806.88
3941,3060,22,4,105.83,423.32
3942,1675,93,5,235.99,1179.95
3943,1609,60,1,177.06,177.06
3944,2827,10,3,195.12,585.36
3945,1218,84,3,123.43,370.29
3946,3053,80,2,171.17,342.34
3947,314,6,2,14.01,28.02
3948,730,81,1,40.39,40.39
3949,4040,6,4,14.01,56.04
3950,384,86,1,265.19,265.19
3951,1813,82,5,275.45,1377.25
3952,2325,96,3,269.24,807.72
3953,3430,28,2,243.71,487.42
3954,2746,42,1,6.8,6.8
3955,1865,74,1,192.94,192.94
3956,3292,41,5,210.84,1054.2
3957,4847,63,4,69.69,278.76
3958,228,22,4,105.83,423.32
3959,2065,92,3,60.77,182.31
3960,12,79,2,90.54,181.08
3961,1523,29,4,265.91,1063.64
3962,692,71,4,138.91,555.64
3963,3706,34,4,87.7,350.8
3964,1740,96,1,269.24,269.24
3965,1526,2,4,70.12,280.48
3966,70,26,5,281.44,1407.2
3967,2249,75,3,160.25,480.75
3968,3124,89,4,85.11,340.44
3969,4725,19,2,31.49,62.98
3970,3331,20,1,5.68,5.68
3971,1288,33,5,218.33,1091.65
3972,576,81,3,40.39,121.17
3973,2173,94,1,215.94,215.94
3974,4955,82,5,275.45,1377.25
3975,745,96,1,269.24,269.24
3976,2528,4,3,229.97,689.91
3977,3074,32,3,122.73,368.19
3978,4211,19,4,31.49,125.96
3979,4577,3,2,221.54,443.08
3980,1025,92,4,60.77,243.08
3981,942,61,1,253.46,253.46
3982,768,38,4,166.99,667.96
3983,2439,6,3,14.01,42.03
3984,834,56,3,91.29,273.87
3985,2191,40,3,175.23,525.6899999999999
3986,628,81,4,40.39,161.56
3987,377,69,5,217.34,1086.7
3988,3887,83,4,217.59,870.36
3989,90,42,4,6.8,27.2
3990,2856,99,4,105.41,421.64
3991,1066,86,4,265.19,1060.76
3992,1059,88,3,217.91,653.73
3993,3060,74,2,192.94,385.88
3994,4073,2,4,70.12,280.48
3995,2601,28,4,243.71,974.84
3996,4220,17,2,64.19,128.38
3997,2105,70,4,260.75,1043.0
3998,2854,69,2,217.34,434.68
3999,2656,39,3,191.47,574.41
4000,1516,7,5,262.25,1311.25
4001,3018,32,4,122.73,490.92
4002,4148,4,5,229.97,1149.85
4003,1574,21,4,18.03,72.12
4004,2537,32,1,122.73,122.73
4005,3927,82,1,275.45,275.45
4006,2053,97,3,177.06,531.1800000000001
4007,3797,14,5,160.93,804.6500000000001
4008,632,70,5,260.75,1303.75
4009,1862,75,2,160.25,320.5
4010,3953,46,2,38.31,76.62
4011,1233,20,4,5.68,22.72
4012,2265,93,2,235.99,471.98
4013,2048,58,2,83.52,167.04
4014,536,99,5,105.41,527.05
4015,3534,80,1,171.17,171.17
4016,4826,48,5,76.46,382.29999999999995
4017,3098,7,2,262.25,524.5
4018,1276,40,4,175.23,700.92
4019,3074,59,1,11.5,11.5
4020,1026,36,2,12.23,24.46
4021,2052,44,2,261.34,522.68
4022,3622,31,4,35.8,143.2
4023,4564,42,4,6.8,27.2
4024,201,44,2,261.34,522.68
4025,4404,43,2,34.78,69.56
4026,3324,43,5,34.78,173.9
4027,3359,47,3,253.41,760.23
4028,2972,6,4,14.01,56.04
4029,4979,93,4,235.99,943.96
4030,586,91,5,35.31,176.55
4031,3346,66,1,127.76,127.76
4032,3855,86,1,265.19,265.19
4033,4605,9,1,191.6,191.6
4034,3425,11,4,246.84,987.36
