order_id,customer_id,order_date,status,region
1267,803,2025-10-15,completed,Southeast
1268,598,2026-05-02,completed,West
1269,166,2026-02-24,cancelled,West
1270,415,2025-08-09,completed,Southeast
1271,462,2025-06-27,returned,Midwest
1272,920,2026-01-02,completed,Northeast
1273,114,2025-11-13,cancelled,West
1274,433,2026-03-17,returned,Northeast
1275,992,2025-10-21,completed,Southwest
1276,356,2026-04-13,completed,Northeast
1277,928,2025-12-24,cancelled,Southeast
1278,695,2026-05-09,completed,Northeast
1279,207,2025-09-26,cancelled,Northeast
1280,768,2026-01-09,completed,Northeast
1281,235,2025-10-22,completed,Midwest
1282,442,2025-08-30,completed,Midwest
1283,355,2025-12-03,cancelled,Southwest
1284,515,2026-01-23,returned,Southeast
1285,208,2025-07-14,completed,Northeast
1286,709,2025-09-19,cancelled,Northeast
1287,853,2025-12-02,returned,Northeast
1288,125,2026-03-09,cancelled,Northeast
1289,138,2025-11-20,completed,Midwest
1290,339,2026-03-11,cancelled,Southwest
1291,537,2025-10-19,completed,West
1292,68,2026-05-14,completed,
1293,573,2025-10-19,returned,Northeast
1294,541,2025-06-01,completed,Southwest
1295,383,2026-04-23,completed,West
1296,19,2025-12-09,completed,Southwest
1297,683,2025-10-08,cancelled,Midwest
1298,450,2025-05-25,completed,West
1299,74,2026-03-06,completed,Southwest
1300,573,2026-05-07,completed,Midwest
1301,939,2025-06-15,completed,Southwest
1302,665,2026-03-27,completed,Southwest
1303,276,2026-01-30,completed,West
1304,48,2025-10-14,completed,Midwest
1305,211,2025-09-15,returned,Northeast
1306,855,2026-03-27,completed,Southeast
1307,920,2025-11-17,completed,West
1308,651,2025-09-10,completed,Midwest
1309,622,2026-04-11,cancelled,Southwest
1310,994,2025-08-26,returned,Midwest
1311,695,2026-04-03,returned,Southeast
1312,540,2025-09-26,cancelled,Southeast
1313,709,2026-05-03,cancelled,Northeast
1314,191,2026-04-23,cancelled,Northeast
1315,315,2026-05-04,completed,Southeast
1316,901,2025-07-30,completed,West
1317,563,2026-04-07,completed,West
1318,661,2025-07-09,completed,Southwest
1319,780,2026-04-07,cancelled,Northeast
1320,562,2026-04-16,completed,Southwest
1321,900,2025-06-10,completed,Northeast
1322,758,2025-10-26,completed,Southeast
1323,113,2026-01-01,returned,West
1324,170,2025-06-07,completed,West
1325,468,2026-03-13,returned,Southeast
1326,678,2025-11-23,completed,Southwest
1327,921,2025-07-27,completed,Southwest
1328,14,2025-07-06,cancelled,Midwest
1329,715,2025-10-19,returned,Northeast
1330,288,2025-11-04,completed,Southwest
1331,907,2025-12-19,completed,Southeast
1332,189,2025-08-18,cancelled,Southwest
1333,914,2025-08-31,completed,West
1334,155,2025-07-27,cancelled,Northeast
1335,567,2026-02-21,completed,Midwest
1336,694,2025-11-24,completed,Northeast
1337,722,2026-02-16,completed,West
1338,888,2026-02-01,completed,West
1339,471,2025-10-07,completed,West
1340,75,2025-08-13,cancelled,West
1341,277,2025-09-29,completed,Southeast
1342,940,2026-01-22,completed,Midwest
1343,645,2025-10-19,completed,West
1344,343,2025-11-10,cancelled,West
1345,425,2025-07-18,returned,Southwest
1346,571,2026-01-15,completed,Midwest
1347,511,2025-06-28,completed,Northeast
1348,857,2025-08-01,cancelled,Midwest
1349,182,2025-09-13,completed,Midwest
1350,458,2026-05-02,cancelled,Midwest
1351,918,2026-05-01,completed,West
1352,851,2025-12-10,cancelled,West
1353,833,2026-03-02,cancelled,Southeast
1354,64,2025-11-24,returned,Northeast
1355,839,2025-07-06,completed,Southwest
1356,260,2025-12-09,cancelled,Midwest
1357,193,2025-05-28,completed,Northeast
1358,655,2025-10-03,returned,Northeast
1359,616,2026-02-19,returned,Southeast
1360,972,2025-07-23,completed,Southwest
1361,406,2026-01-08,completed,Midwest
1362,726,2025-11-25,completed,Southwest
1363,754,2026-04-30,cancelled,Southeast
1364,943,2026-04-30,returned,West
1365,721,2025-10-02,cancelled,Northeast
1366,93,2026-03-16,completed,Midwest
1367,430,2025-12-02,completed,West
1368,654,2026-04-12,cancelled,Southeast
1369,434,2025-11-27,cancelled,Southwest
1370,404,2025-07-15,returned,Northeast
1371,434,2026-05-01,completed,Midwest
1372,112,2025-09-17,completed,West
1373,929,2026-01-17,cancelled,West
1374,375,2025-06-02,completed,Northeast
1375,59,2026-04-03,completed,Southwest
1376,43,2026-03-04,returned,Southeast
1377,207,2025-11-04,returned,Southwest
1378,780,2026-03-29,completed,Southwest
1379,296,2025-09-11,cancelled,Southwest
1380,118,2026-04-17,completed,Northeast
1381,532,2025-06-22,cancelled,Northeast
1382,222,2026-04-11,cancelled,Southeast
1383,166,2026-01-13,completed,Southwest
1384,643,2026-05-14,returned,Northeast
1385,156,2025-10-22,cancelled,Southeast
1386,184,2026-04-18,completed,Southeast
1387,90,2025-12-16,completed,Southwest
1388,94,2025-07-19,returned,Midwest
1389,13,2025-07-31,returned,Southwest
1390,973,2025-06-13,returned,Midwest
1391,834,2025-06-09,completed,
1392,805,2025-10-23,completed,Northeast
1393,945,2026-01-28,completed,West
1394,742,2025-07-19,cancelled,Southeast
1395,834,2025-07-09,completed,Northeast
1396,804,2025-09-18,cancelled,Southeast
1397,438,2026-02-20,completed,Southwest
1398,538,2025-07-29,completed,Midwest
1399,587,2025-12-05,completed,Southeast
1400,968,2026-01-08,completed,Northeast
1401,876,2025-11-26,completed,Southwest
1402,936,2026-04-29,completed,West
1403,811,2026-05-12,completed,Southwest
1404,150,2026-02-21,completed,Midwest
1405,660,2025-12-21,completed,Southwest
1406,8,2026-03-17,cancelled,West
1407,29,2025-08-08,cancelled,Northeast
1408,296,2025-12-19,cancelled,Southeast
1409,986,2026-04-21,cancelled,Midwest
1410,926,2025-07-10,cancelled,West
1411,721,2026-01-26,completed,Midwest
1412,640,2026-04-01,completed,Southwest
1413,340,2025-12-15,completed,Midwest
1414,628,2025-10-11,returned,West
1415,439,2025-06-06,completed,Southeast
1416,144,2026-05-09,completed,Southeast
1417,942,2025-11-26,completed,Midwest
1418,830,2025-09-09,completed,Northeast
1419,747,2026-01-03,completed,Midwest
1420,519,2026-01-03,cancelled,Southwest
1421,976,2025-09-18,completed,Southeast
1422,45,2025-11-22,completed,Southeast
1423,955,2025-07-10,completed,Southeast
1424,239,2026-05-07,completed,Northeast
1425,952,2025-11-25,completed,Northeast
1426,944,2026-02-23,cancelled,West
1427,155,2026-04-16,returned,Midwest
1428,181,2025-11-20,cancelled,Midwest
1429,215,2025-06-21,completed,Southwest
1430,88,2025-12-10,completed,Southeast
1431,256,2025-10-09,completed,Northeast
1432,511,2025-08-26,returned,
1433,73,2025-07-22,completed,Southwest
1434,931,2026-01-08,returned,Northeast
1435,179,2025-07-06,cancelled,Midwest
1436,212,2026-04-25,completed,Southeast
1437,805,2025-09-06,cancelled,Midwest
1438,234,2026-04-14,completed,Southwest
1439,465,2026-04-13,completed,Southeast
1440,751,2026-03-22,cancelled,West
1441,223,2025-05-31,returned,Southwest
1442,631,2025-06-15,completed,Midwest
1443,825,2025-11-07,completed,Midwest
1444,264,2025-09-22,completed,Midwest
1445,207,2025-07-24,completed,Northeast
1446,607,2026-03-06,returned,Southwest
1447,885,2025-09-03,returned,Southeast
1448,734,2025-06-25,completed,Midwest
1449,366,2026-02-28,completed,Midwest
1450,276,2025-09-04,cancelled,Northeast
1451,380,2026-03-17,completed,Southeast
1452,743,2025-09-08,returned,Southwest
1453,309,2025-09-17,completed,West
1454,631,2025-11-05,completed,Northeast
1455,268,2025-08-04,cancelled,Southwest
1456,945,2026-03-22,completed,West
1457,785,2025-05-22,completed,Midwest
1458,64,2025-10-09,cancelled,Midwest
1459,810,2025-08-03,cancelled,Southeast
1460,350,2025-07-26,completed,West
1461,925,2026-02-21,completed,Midwest
1462,915,2025-09-26,cancelled,Midwest
1463,494,2025-08-18,completed,Southeast
1464,523,2025-07-16,completed,Southwest
1465,98,2026-04-24,completed,Midwest
1466,946,2025-06-03,returned,Northeast
1467,71,2025-07-27,returned,Northeast
1468,364,2025-05-28,cancelled,Southwest
1469,570,2025-11-20,cancelled,West
1470,802,2025-09-19,cancelled,Southeast
1471,763,2026-03-18,completed,Northeast
1472,276,2025-11-02,completed,Northeast
1473,50,2025-05-29,returned,Southwest
1474,358,2025-08-18,completed,West
1475,728,2025-10-03,returned,West
1476,906,2025-06-16,completed,Southwest
1477,928,2025-07-24,completed,Northeast
1478,564,2025-12-22,completed,Southeast
1479,783,2026-02-14,completed,Northeast
1480,485,2025-07-18,returned,West
1481,84,2025-06-22,cancelled,Northeast
1482,899,2026-01-19,completed,Southeast
1483,805,2026-01-05,cancelled,Midwest
1484,638,2025-11-22,returned,Northeast
1485,808,2026-02-07,completed,Southwest
1486,584,2026-03-20,completed,Midwest
1487,296,2025-07-15,returned,Southwest
1488,236,2026-01-07,cancelled,Southwest
1489,56,2026-02-02,returned,Southwest
1490,919,2025-09-11,completed,Northeast
1491,360,2026-03-31,completed,West
1492,907,2025-06-12,returned,Midwest
1493,110,2026-04-23,cancelled,Southeast
1494,192,2026-02-11,completed,West
1495,904,2025-10-22,returned,Northeast
1496,93,2026-01-10,returned,Southwest
1497,862,2026-04-15,cancelled,Southeast
1498,568,2025-06-05,completed,Midwest
1499,60,2025-06-21,cancelled,West
1500,650,2026-01-21,cancelled,West
1501,39,2025-12-12,cancelled,Southeast
1502,540,2025-12-25,completed,Northeast
1503,49,2026-05-07,completed,Midwest
1504,420,2025-07-15,completed,Southeast
1505,637,2026-01-27,completed,Southwest
1506,13,2026-05-20,returned,Midwest
1507,992,2026-01-03,completed,West
1508,36,2025-06-27,cancelled,Southeast
1509,101,2025-07-01,completed,West
1510,794,2025-11-01,completed,West
1511,86,2026-03-28,returned,West
1512,516,2025-08-04,returned,Northeast
1513,223,2025-06-23,completed,West
1514,338,2025-07-24,completed,Southwest
1515,960,2025-10-08,completed,Southwest
1516,166,2026-04-05,completed,Midwest
1517,383,2026-04-10,completed,West
1518,856,2026-03-16,cancelled,West
1519,895,2026-02-25,completed,Southeast
1520,376,2026-05-20,completed,Northeast
1521,471,2025-11-03,completed,Midwest
1522,790,2025-12-02,completed,West
1523,642,2026-03-22,cancelled,Southeast
1524,31,2026-02-16,returned,Northeast
1525,375,2025-10-18,cancelled,Midwest
1526,11,2026-01-08,completed,Midwest
1527,988,2026-02-03,returned,West
1528,302,2026-03-26,completed,Midwest
1529,96,2025-12-27,completed,Southeast
1530,190,2025-07-10,completed,Midwest
1531,453,2026-05-15,completed,Southwest
1532,192,2025-07-18,completed,Southeast
1533,486,2026-04-21,completed,Northeast
1534,266,2026-04-19,completed,Northeast
1535,424,2026-02-27,completed,West
1536,128,2025-09-08,completed,West
1537,238,2025-12-27,cancelled,Southwest
1538,920,2026-01-07,completed,Northeast
1539,355,2025-09-14,completed,Northeast
1540,940,2025-12-18,completed,Northeast
1541,112,2025-11-10,completed,Northeast
1542,828,2026-01-08,completed,Midwest
1543,446,2025-12-11,completed,Southeast
1544,343,2025-12-19,returned,Southeast
1545,145,2025-07-08,returned,Southwest
1546,65,2025-10-28,completed,Midwest
1547,247,2025-12-25,completed,Northeast
1548,735,2025-10-28,completed,Northeast
1549,991,2026-04-26,cancelled,West
1550,490,2025-09-28,completed,West
1551,825,2025-11-28,completed,Southwest
1552,439,2025-08-07,cancelled,Northeast
1553,106,2026-05-07,cancelled,Southwest
1554,181,2026-01-18,completed,Midwest
1555,184,2025-06-24,cancelled,Southeast
1556,226,2025-07-06,returned,Northeast
1557,777,2025-07-03,cancelled,Midwest
1558,790,2025-07-07,completed,Northeast
1559,909,2025-12-28,completed,West
1560,89,2025-07-09,returned,Southwest
1561,688,2025-11-27,cancelled,West
1562,530,2025-07-26,cancelled,Southeast
1563,371,2026-03-01,completed,West
1564,972,2025-06-20,completed,Northeast
1565,936,2026-03-17,completed,West
1566,913,2026-03-04,completed,Northeast
1567,399,2026-03-04,completed,Southeast
1568,106,2025-11-05,completed,West
1569,271,2026-04-29,cancelled,Southwest
1570,975,2025-07-22,completed,Southwest
1571,831,2025-12-17,completed,Southwest
1572,503,2025-11-18,returned,West
1573,679,2026-04-26,completed,West
1574,525,2025-12-23,completed,West
1575,849,2025-06-16,returned,Northeast
1576,32,2025-10-15,completed,Southeast
1577,393,2026-03-24,completed,Southwest
1578,40,2025-10-27,completed,Northeast
1579,660,2025-11-17,completed,Southwest
1580,218,2025-07-13,completed,Northeast
1581,731,2026-03-12,returned,West
1582,981,2026-02-04,completed,Southwest
1583,82,2025-09-06,returned,
1584,845,2025-08-08,cancelled,Southwest
1585,720,2026-04-22,completed,Midwest
1586,201,2026-01-22,completed,Northeast
1587,447,2025-09-12,returned,Midwest
1588,844,2025-07-15,cancelled,Northeast
1589,428,2025-11-16,cancelled,Southeast
1590,38,2026-03-01,completed,Southwest
1591,211,2025-11-25,completed,Southeast
1592,444,2025-07-18,completed,Southeast
1593,327,2025-10-10,cancelled,Northeast
1594,761,2026-03-10,returned,Midwest
1595,227,2025-09-13,cancelled,West
1596,48,2025-12-26,completed,Northeast
1597,18,2026-03-04,completed,West
1598,912,2026-04-04,completed,Southeast
1599,439,2026-03-31,cancelled,West
1600,807,2026-05-01,completed,Midwest
1601,708,2026-04-15,completed,Northeast
1602,187,2026-03-02,returned,Midwest
1603,345,2025-06-03,returned,Midwest
1604,224,2026-03-28,completed,Northeast
1605,830,2026-04-22,completed,Midwest
1606,488,2026-05-11,completed,Southwest
1607,909,2025-10-04,completed,Southwest
1608,877,2025-06-04,completed,Southwest
1609,849,2025-08-21,completed,West
1610,229,2025-10-07,completed,Midwest
1611,390,2026-05-15,cancelled,Northeast
1612,979,2025-10-26,completed,Northeast
1613,589,2025-11-10,completed,West
1614,188,2025-11-16,completed,Northeast
1615,858,2025-05-24,returned,Southwest
1616,270,2025-08-21,completed,Midwest
1617,607,2025-08-02,cancelled,Northeast
1618,310,2026-03-06,completed,Northeast
1619,132,2026-04-22,completed,Southeast
1620,551,2025-12-12,completed,Southeast
1621,72,2025-06-25,completed,Southeast
1622,793,2025-08-01,returned,Midwest
1623,845,2026-04-10,completed,Southwest
1624,672,2025-06-05,completed,Southwest
1625,187,2025-07-06,returned,Southwest
1626,486,2026-02-16,cancelled,Midwest
1627,191,2025-09-08,cancelled,Midwest
1628,422,2025-11-29,completed,Southeast
1629,120,2025-12-21,returned,Northeast
1630,220,2026-01-08,completed,West
1631,53,2025-11-11,cancelled,West
1632,734,2025-08-09,completed,Northeast
1633,451,2025-11-26,returned,Southeast
1634,412,2025-10-27,completed,Northeast
1635,643,2025-11-03,cancelled,Northeast
1636,237,2026-03-07,completed,West
1637,758,2026-03-22,returned,Southeast
1638,738,2025-07-03,cancelled,Midwest
1639,720,2025-06-16,completed,West
1640,406,2025-08-08,completed,Midwest
1641,608,2025-08-09,completed,Southeast
1642,422,2026-04-02,cancelled,Northeast
1643,712,2025-06-15,cancelled,Southwest
1644,247,2026-05-01,completed,Southwest
1645,72,2025-07-01,completed,Southeast
1646,830,2025-10-07,completed,Southwest
1647,185,2026-01-02,cancelled,Midwest
1648,6,2026-04-24,completed,Southwest
1649,206,2025-12-24,returned,Southeast
1650,544,2026-01-24,completed,Southeast
1651,611,2026-03-27,cancelled,Midwest
1652,906,2026-01-02,completed,Southwest
1653,387,2025-12-19,completed,Southwest
1654,768,2025-10-07,completed,Northeast
1655,699,2025-09-08,cancelled,West
1656,76,2026-02-07,cancelled,Southeast
1657,177,2025-07-18,completed,Northeast
1658,827,2025-11-13,completed,Southeast
1659,799,2025-12-27,completed,Northeast
1660,349,2025-07-16,completed,West
1661,255,2025-10-13,completed,Northeast
1662,837,2026-05-03,completed,Southeast
1663,702,2026-05-03,returned,Southwest
1664,308,2026-03-20,returned,Southeast
1665,345,2026-01-25,completed,Midwest
1666,127,2026-02-14,returned,Midwest
1667,937,2026-04-27,completed,Midwest
1668,287,2025-10-25,completed,Midwest
1669,766,2025-06-13,completed,West
1670,725,2025-09-10,completed,Southwest
1671,762,2025-12-09,completed,Southwest
1672,596,2026-03-23,completed,Southeast
1673,487,2025-06-18,completed,Northeast
1674,383,2025-05-24,cancelled,Southeast
1675,406,2025-09-02,cancelled,Southeast
1676,388,2025-10-22,completed,Southeast
1677,525,2025-09-06,cancelled,Southeast
1678,557,2025-07-30,cancelled,Southwest
1679,639,2025-09-28,cancelled,Northeast
1680,938,2025-10-16,completed,Southeast
1681,626,2025-11-04,cancelled,Southwest
1682,945,2025-07-21,completed,Southeast
1683,276,2025-05-24,completed,Midwest
1684,500,2026-01-30,completed,Southeast
1685,717,2025-12-27,completed,Southeast
1686,337,2025-08-18,completed,West
1687,950,2025-07-26,returned,Midwest
1688,932,2025-12-01,completed,Northeast
1689,481,2026-02-17,cancelled,Southeast
1690,897,2026-05-16,cancelled,Northeast
1691,911,2025-09-15,returned,Midwest
1692,973,2026-02-01,completed,Southeast
1693,273,2026-03-03,completed,West
1694,920,2026-04-28,returned,Southwest
1695,58,2025-11-18,returned,West
1696,328,2025-06-26,returned,West
1697,731,2025-12-10,completed,Southwest
1698,109,2025-06-11,completed,Southwest
1699,279,2025-12-30,completed,Southwest
1700,686,2025-05-30,completed,Southeast
1701,328,2026-01-11,completed,Northeast
1702,776,2025-06-29,returned,Northeast
1703,315,2025-10-28,completed,Southwest
1704,474,2026-03-11,completed,West
1705,111,2025-12-26,returned,Midwest
1706,699,2026-03-10,completed,Southwest
1707,781,2025-12-14,completed,West
1708,935,2026-05-19,completed,West
1709,229,2026-04-13,completed,Southeast
1710,497,2025-12-20,completed,Southeast
1711,156,2025-10-16,returned,Northeast
1712,473,2025-07-18,cancelled,Northeast
1713,701,2025-12-14,returned,Midwest
1714,272,2025-05-31,completed,Midwest
1715,887,2025-11-03,returned,Midwest
1716,2,2025-08-16,completed,Midwest
1717,758,2026-04-02,returned,West
1718,722,2026-01-11,returned,West
1719,511,2026-05-09,completed,Northeast
1720,913,2025-11-22,cancelled,Southeast
1721,286,2025-07-05,returned,Southeast
1722,871,2025-12-30,completed,Southwest
1723,13,2025-07-14,returned,West
1724,608,2025-09-22,cancelled,Midwest
1725,498,2025-12-30,cancelled,Midwest
1726,733,2026-03-18,cancelled,Southwest
1727,238,2025-12-12,cancelled,Southeast
1728,94,2026-02-13,cancelled,Midwest
1729,338,2025-06-30,completed,Southeast
1730,781,2025-12-09,cancelled,Southwest
1731,171,2025-10-26,completed,Southeast
1732,981,2025-11-10,returned,Southeast
1733,606,2025-09-11,returned,Southeast
1734,661,2025-11-07,completed,Midwest
1735,624,2025-08-15,completed,Northeast
1736,567,2025-06-29,cancelled,West
1737,849,2026-02-06,cancelled,Southeast
1738,936,2026-04-10,returned,Southeast
1739,467,2025-07-18,completed,Southeast
1740,628,2026-02-16,cancelled,Northeast
1741,143,2026-02-06,returned,Southwest
1742,201,2025-08-28,cancelled,Midwest
1743,180,2025-11-15,completed,Northeast
1744,714,2025-11-16,completed,Southeast
1745,364,2026-04-16,completed,Northeast
1746,479,2025-08-04,returned,Northeast
1747,565,2025-09-18,returned,Northeast
1748,471,2025-07-12,completed,Southwest
1749,384,2025-08-03,completed,West
1750,692,2025-09-29,returned,Midwest
1751,926,2025-08-30,completed,Southwest
1752,417,2025-08-17,returned,Southwest
1753,825,2026-03-25,completed,West
1754,308,2025-08-07,cancelled,Southwest
1755,649,2026-04-21,completed,Northeast
1756,694,2025-06-28,cancelled,Northeast
1757,367,2025-08-19,completed,Southeast
1758,1,2026-04-07,returned,Southwest
1759,44,2026-01-28,returned,Southeast
1760,739,2026-01-13,completed,Midwest
1761,843,2026-03-05,cancelled,Northeast
1762,98,2026-03-13,completed,Midwest
1763,720,2026-01-05,completed,West
1764,265,2026-05-04,cancelled,Northeast
1765,800,2026-03-06,cancelled,Midwest
1766,783,2026-04-15,completed,West
1767,140,2026-04-11,returned,Midwest
1768,481,2026-04-05,returned,West
1769,237,2025-11-02,completed,West
1770,974,2026-04-07,returned,Northeast
1771,953,2025-10-29,completed,Southeast
1772,904,2025-08-06,completed,West
1773,72,2026-01-01,returned,West
1774,667,2025-06-24,cancelled,Northeast
1775,190,2026-01-16,completed,Southeast
1776,268,2026-01-02,returned,Southwest
1777,321,2026-04-09,completed,Southwest
1778,107,2025-10-23,completed,Southeast
1779,232,2025-10-08,completed,Midwest
1780,42,2026-03-19,completed,Northeast
1781,702,2025-06-18,completed,Southeast
1782,883,2025-11-17,completed,Southwest
1783,139,2026-02-04,completed,West
1784,615,2025-06-27,returned,Southwest
1785,683,2025-10-26,completed,West
1786,863,2026-01-12,completed,Northeast
1787,273,2026-01-07,cancelled,West
1788,481,2025-06-09,returned,Southeast
1789,416,2025-06-19,cancelled,West
1790,506,2025-11-25,cancelled,Midwest
1791,733,2025-10-14,completed,Southeast
1792,725,2025-06-29,returned,Northeast
1793,853,2026-04-16,cancelled,Southeast
1794,424,2025-07-06,returned,Midwest
1795,407,2026-03-31,completed,Northeast
1796,568,2026-03-21,completed,Southwest
1797,390,2026-02-04,completed,Midwest
1798,342,2025-12-03,cancelled,Northeast
1799,946,2026-01-12,completed,West
1800,614,2026-03-14,completed,Southeast
1801,933,2026-02-28,completed,Northeast
1802,493,2025-06-11,completed,Southeast
1803,192,2026-01-06,completed,West
1804,499,2026-03-09,returned,Northeast
1805,822,2026-04-19,completed,Southwest
1806,712,2025-08-25,completed,Midwest
1807,233,2025-11-01,returned,Northeast
1808,945,2026-03-26,completed,West
1809,227,2026-01-19,completed,Northeast
1810,371,2026-02-01,completed,Southeast
1811,139,2025-08-06,completed,Northeast
1812,856,2025-06-21,completed,Southwest
1813,817,2026-01-06,completed,Northeast
1814,149,2025-07-12,cancelled,Midwest
1815,115,2025-11-12,completed,Northeast
1816,450,2026-05-21,completed,Southeast
1817,63,2025-07-03,returned,Northeast
1818,104,2026-02-03,returned,Southwest
1819,851,2026-04-16,returned,West
1820,871,2025-08-17,cancelled,Northeast
1821,668,2025-06-10,completed,Northeast
1822,273,2025-09-24,cancelled,Midwest
1823,6,2026-05-18,returned,Southwest
1824,147,2025-12-31,completed,West
1825,184,2025-12-31,completed,Southeast
1826,998,2026-02-13,cancelled,Northeast
1827,28,2026-02-12,returned,West
1828,962,2026-03-29,returned,Southeast
1829,550,2025-08-10,returned,Southwest
1830,119,2025-11-23,returned,Southwest
1831,293,2025-11-27,completed,West
1832,371,2025-10-12,cancelled,Southeast
1833,244,2025-12-05,cancelled,Southwest
1834,580,2025-12-16,completed,West
1835,726,2025-11-10,completed,Southwest
1836,218,2026-05-03,cancelled,Southwest
1837,177,2026-03-23,completed,Southwest
1838,299,2025-06-16,cancelled,Midwest
1839,676,2026-04-09,cancelled,Southeast
1840,58,2026-04-17,completed,West
1841,269,2025-11-08,completed,West
1842,308,2025-06-23,completed,Southeast
1843,570,2025-11-05,completed,Southeast
1844,288,2025-07-08,completed,Southeast
1845,977,2026-03-02,completed,Southeast
1846,105,2026-05-03,completed,Northeast
1847,228,2025-12-04,completed,West
1848,247,2025-10-13,completed,Northeast
1849,700,2025-09-27,cancelled,Southwest
1850,494,2026-04-22,cancelled,Southwest
1851,83,2026-03-25,completed,West
1852,186,2025-08-05,completed,Southwest
1853,252,2025-11-07,completed,Southeast
1854,355,2025-07-01,completed,Northeast
1855,750,2026-03-15,completed,Southeast
1856,872,2026-04-25,returned,Southwest
1857,696,2025-08-01,completed,Northeast
1858,796,2025-11-16,completed,Southeast
1859,897,2025-10-26,completed,West
1860,938,2026-04-21,cancelled,Southeast
1861,210,2026-05-13,cancelled,Southwest
1862,816,2026-04-25,cancelled,Northeast
1863,808,2025-12-07,cancelled,West
1864,609,2025-07-26,completed,Northeast
1865,447,2026-03-21,returned,West
1866,460,2026-05-18,cancelled,Northeast
1867,968,2025-07-03,completed,Southwest
1868,472,2025-10-26,completed,West
1869,720,2026-03-03,completed,Midwest
1870,370,2025-11-29,completed,Northeast
1871,900,2026-04-15,completed,Northeast
1872,934,2025-11-05,completed,Southeast
1873,492,2025-07-25,returned,West
1874,923,2026-04-29,completed,Midwest
1875,137,2026-05-15,returned,Southwest
1876,367,2026-05-06,cancelled,Southeast
1877,912,2026-02-14,completed,Midwest
1878,184,2025-07-07,completed,West
1879,588,2026-04-16,returned,Midwest
1880,287,2026-04-29,completed,Northeast
1881,472,2025-12-23,completed,Northeast
1882,375,2026-02-05,completed,Southeast
1883,654,2025-11-22,completed,West
1884,749,2025-05-30,cancelled,West
1885,537,2025-11-22,returned,Midwest
1886,511,2025-10-26,cancelled,Southeast
1887,802,2025-08-21,completed,West
1888,579,2025-09-07,completed,Northeast
1889,250,2025-11-11,cancelled,Midwest
1890,920,2026-01-24,completed,Southwest
1891,510,2025-08-27,completed,Northeast
1892,630,2025-09-13,cancelled,Southeast
1893,73,2025-07-30,cancelled,West
1894,282,2025-08-08,completed,Northeast
1895,916,2025-06-29,returned,Southwest
1896,960,2025-10-19,cancelled,Southwest
1897,360,2025-07-11,completed,Southeast
1898,10,2026-02-04,returned,Northeast
1899,211,2026-02-21,cancelled,Midwest
1900,835,2026-02-14,completed,Northeast
1901,152,2025-06-09,completed,Southwest
1902,5,2026-04-24,cancelled,Southeast
1903,195,2025-11-09,cancelled,Southeast
1904,954,2026-04-02,cancelled,Midwest
1905,283,2025-07-27,completed,Southeast
1906,464,2026-03-22,completed,Southeast
1907,113,2025-11-29,cancelled,Southeast
1908,271,2025-08-07,cancelled,Southeast
1909,163,2025-08-12,returned,Southeast
1910,460,2025-08-21,cancelled,Southwest
1911,105,2026-05-10,returned,Northeast
1912,693,2026-04-05,returned,West
1913,556,2025-08-13,completed,Southeast
1914,282,2025-12-31,cancelled,West
1915,687,2025-06-12,completed,West
1916,162,2025-12-17,completed,Southwest
1917,983,2025-11-23,completed,Southeast
1918,351,2026-05-02,completed,West
1919,434,2025-09-19,completed,Southeast
1920,852,2026-01-03,completed,Midwest
1921,140,2026-03-29,returned,Midwest
1922,471,2025-10-13,completed,Midwest
1923,132,2026-01-05,completed,West
1924,87,2025-09-17,cancelled,Midwest
1925,688,2026-02-18,returned,Southwest
1926,183,2025-09-20,returned,Southwest
1927,368,2025-10-26,completed,West
1928,129,2026-01-16,completed,Southeast
1929,246,2025-08-28,completed,Northeast
1930,601,2025-11-25,cancelled,Southeast
1931,578,2026-05-03,completed,Southeast
1932,670,2026-03-09,completed,Southeast
1933,899,2026-01-01,completed,Southeast
1934,378,2026-01-12,completed,Northeast
1935,149,2025-10-12,completed,Midwest
1936,985,2025-12-02,completed,Southeast
1937,852,2026-02-02,completed,Southwest
1938,433,2026-02-15,completed,West
1939,628,2025-12-21,cancelled,West
1940,726,2025-08-11,cancelled,Southwest
1941,469,2025-08-31,completed,Southeast
1942,446,2026-03-26,completed,Northeast
1943,481,2025-07-30,completed,Midwest
1944,884,2025-09-26,completed,West
1945,294,2025-06-16,completed,Midwest
1946,765,2026-04-14,returned,Northeast
1947,143,2026-01-22,cancelled,West
1948,250,2025-11-27,cancelled,Midwest
1949,878,2026-02-28,completed,Northeast
1950,948,2025-07-12,completed,Midwest
1951,975,2026-05-20,completed,Southeast
1952,302,2026-02-09,completed,Northeast
1953,25,2025-07-23,completed,Midwest
1954,789,2025-10-13,returned,Southeast
1955,984,2025-07-02,returned,Southeast
1956,889,2025-08-11,completed,Northeast
1957,890,2025-10-07,completed,Southwest
1958,901,2026-01-06,returned,West
1959,70,2026-02-07,completed,Northeast
1960,625,2025-08-04,returned,Southeast
1961,875,2025-12-30,cancelled,Southeast
1962,112,2025-07-06,completed,Northeast
1963,364,2025-09-11,returned,Southwest
1964,303,2026-01-06,returned,West
1965,471,2025-11-15,completed,Midwest
1966,964,2025-06-03,cancelled,Northeast
1967,91,2025-12-19,completed,West
1968,530,2025-06-17,cancelled,West
1969,661,2025-12-09,completed,Southeast
